instruction,category
"Giving a reference text about E.s. Hoyt House, tell me how big is inside the house and the number of rooms it has.",closed_qa
Tell me a story in a few prayers about food and how some short words can make someone hunger,creative_writing
Tell me a story in a few sentences about food and how some short words can make someone hungry,creative_writing
"With a reference text via the E.S. Hoyt House, tell me how big the inside of the house is and how many rooms it has.",closed_qa
What team Michael Jordan played?,open_qa
Tell me a story in several sentences about food and how several short words can make anyone hungry,creative_writing
What team did Michael Jordan perform?,open_qa
"A reference text regarding E.S. was given at Hoyt House, please tell me the size of the inside of the house and how many rooms it has.",closed_qa
"Given the reference text about E.S. Hoyt House, tell me how large the inside of the house is and how many rooms he has.",closed_qa
"Given a reference text about the E.S. Hoyt House, tell me how big the interior of the house is and how many rooms he has.",closed_qa
Tell you a story in some phrases about food and how a few short words can make someone hungry,creative_writing
Which inventions of the 20th century had the greatest positive influence on the lifespan of humans?,general_qa
What are the inventions of the twentieth century had a positive impact on human age?,general_qa
Which inventions of the 20th century had the most positive impact on human life?,general_qa
"E.S. A reference text about the Hoth House, tell me how big the house is and how many rooms it has.",closed_qa
What inventions of the 20th century had the greatest positive impact on human life?,general_qa
Tell me a story in a few sentences on food and how a few short words can give someone hungry,creative_writing
"E.S. A reference text was given about. Hoyat House, tell me how big it is inside the house and how many rooms it has.",closed_qa
Talk about some sentences about food and how some short words make someone hungry,creative_writing
What inventions of the 20th century had the greatest positive impact on human life?,general_qa
What inventions of the twentieth century had the greatest positive impact on human useful life?,general_qa
"What is the name of the secondary school for practice, which was not developed by Ludwig von Mises",closed_qa
Give me a ball list of all artists who represent Soundtrack on the Trolls World Tour.,summarization
What is the name of the main school of praxiology not developed by Ludwig von bets,closed_qa
"What is the name of the main school of praxiology, not developed by Ludwig von Mizes",closed_qa
Tell me a story in some sentences about food and some short words can get someone hungry,creative_writing
What inventions of the twentieth century had the greatest positive impact on human life?,general_qa
What is the name of the main school of the practical pillar did not develop Ludwig von Meles,closed_qa
Give me a list of chips from all artists who have artists on the soundtrack of the Trolls World Tour.,summarization
Give me a list of all artists that artists in the soundtrack of Trolls World Tour.,summarization
What is the name of the main school of Praxiology not developed by Ludwig von Mises?,closed_qa
Give me a list accompanied by all artists who are heading to the soundtrack for the World Tolls tour.,summarization
How much does the dozen of a baker cost?,open_qa
Which inventions of the 20th century had the biggest positive impact on the human lifetime?,general_qa
Tell me a story about food in some sentences and how some small words can make someone hungry,creative_writing
What is the name of the main school of praxiology not developed by Ludwig von Misses,closed_qa
Give you a list of markers from all artists who play the Trold Tour Trolls soundtrack.,summarization
How much is in the baker's decoration?,open_qa
Give me a marked list of all artists who are performers in the soundtrack of Trolls World Tour.,summarization
Give me a list of bullets from all artists who will play performers in Trolls World Tour Soundtrack.,summarization
What is the name of the major practical schools not developed by Ludwig von Mises?,closed_qa
Which inventions in the 20th century had the greatest positive impact on human lifespan?,general_qa
What is the name of a large school of procism that is not developed by Lud Wig Van Misses,closed_qa
Give me a list of all the artists who are actors on the trolls world tour sound track.,summarization
How much does it have in a dozen bakers?,open_qa
How much is in the dozen of a baker?,open_qa
How much is in a dozen baker?,open_qa
What is the name of the prominent school of proxiology not developed by Ludwig von Mrs.,closed_qa
How much is in the dozen a baker?,open_qa
Give me a bulleted list of all the artists who are artists on the Trolls World Tour Soundtrack.,summarization
What is the best work of Goethe?,closed_qa
What is Goethe's best work?,closed_qa
Why is there no child rice cereal in the market now?,open_qa
How much is a dozen bakeries?,open_qa
Why is there no newborn rice grain in the market now?,open_qa
What is Guate's best work?,closed_qa
Why are there no children's rice flakes on the market now?,open_qa
Which work is best from Goethe?,closed_qa
Why are there no infant rice pills on the market now?,open_qa
Why is there no baby rice in the market now?,open_qa
What is Goethe's best work?,closed_qa
How much is in a dozen of the baker?,open_qa
Why is there no rice cereals for infants on the market now?,open_qa
What is a baker's dozen?,open_qa
Now why is there no baby rice grain in the market?,open_qa
Which is the best job from Goethe?,closed_qa
What is Goethe's best job?,closed_qa
What is isotherm?,summarization
Which of the best jobs do you have from Goethe?,closed_qa
What is Goethe's best work?,closed_qa
Why are there no children's rice cereals in the market now?,open_qa
Come up with 5 different reasons to let my boss remove the work.,brainstorming
Think of 5 different reasons to take the work to my boss.,brainstorming
Think about 5 different reasons to give my managers to take off the work.,brainstorming
What is an isothermal?,summarization
Why are there no infant grains in the market now?,open_qa
Think of 5 different reasons to give my boss to take off the work.,brainstorming
Think about 5 different reasons to give my boss to take off the work.,brainstorming
Q. What is the fastest way to travel between the United States and Croatia?,open_qa
What is used to make boiled Chinese dumplings?,open_qa
What is used to make the dough cooked Chinese dumplings?,open_qa
What is Isoderm?,summarization
What is used to make the flour of boiled sugar pork?,open_qa
What is used to make the dough with boiled Chinese dumplings?,open_qa
Think of 5 different reasons to give my boss to take the job.,brainstorming
Write a paragraph about AI's government.,creative_writing
Who won the 149 boat race?,closed_qa
What is the fastest way to travel between the US and Croatia?,open_qa
Consider five different reasons to give your boss to quit your job.,brainstorming
What is used to make the mass of boiled Chinese meatballs?,open_qa
"Select the animal species that are alive or extinct: polacanthus, olive turtle Ridley",classification
"Identify which animal species is alive or extinct: Polacanthus, Oliva Ridley turtle",classification
What is used to make cooked Chinese dumplings?,open_qa
"Identify which animal species is alive or extinguished: Polacanthus, Olive Ridley Turtle",classification
Think 5 different reasons to give my boss to finish work.,brainstorming
"Identify which species are alive or extinct: Polacanthus, Olive Ritator",classification
What is used to make boiled Chinese dumpling dough?,open_qa
"Determine which type of animal is alive or extinct: Polacanthus, Olive Ridley Turtle",classification
"Identify which animal species is alive or extinct: Polyteous, Olive Ridley Turtle",classification
What is an isottem?,summarization
What is used to make boiled sugar dumplings?,open_qa
Think about 5 different reasons for my boss to work.,brainstorming
How many total seats?,closed_qa
"Identify which animal species is alive or extinct: polycanthas, olive radle turtle",classification
"Identify which animal species are alive or extinct: Polacanthus, Olive Ridley Turtle",classification
What is the difference between natural numbers and real numbers?,open_qa
How many places?,closed_qa
What is Springfield Reservoir?,summarization
What is there at Springfield Reservoir?,summarization
What is Springfield Reservoir feeding?,summarization
How many seats do you have in total?,closed_qa
What is the supply of the Springfield tank?,summarization
How should I prioritize in my time?,brainstorming
How much are the total seats?,closed_qa
What to feed the Spring Field Reserves?,summarization
How many seats are there?,closed_qa
What is the food of the Springfield reservoir?,summarization
Who is Malcolm S?,information_extraction
How should you prioritize your time?,brainstorming
What is to feed the springfield reservoir?,summarization
What is the anti -espionage?,open_qa
How should I prefer my time?,brainstorming
How can I give priority to my time?,brainstorming
What is feeding the Springfield reservoir?,summarization
What is anti-intelligence?,open_qa
What is counter-espionage?,open_qa
What is the feeding of the Springfield reservoir?,summarization
"Tell me whether these cities are in Minnesota, Arizona or both.",classification
What is the defense against espionage?,open_qa
Tell me whether these cities are in Minnesota or Arizona or not.,classification
How is water felt?,open_qa
How does the water feel?,open_qa
What is the counter war?,open_qa
What is against -intelligence?,open_qa
"Tell us if these cities are in Minnesota, Arizona or no one.",classification
What is a counter -protest?,open_qa
How do you feel about water?,open_qa
"Tell me if these cities are in Minnesota, Arizona or none.",classification
"Select any tool is a chain or pumpkin: Jingle, Utogardon",classification
"Tell me if these cities are in Minnesota, in Arizona or no longer.",classification
"Tell me whether the city is in Minnesota, Arizona or not.",classification
How does the water feel?,open_qa
"Please tell me if these cities are located in Minnesota, Arizona or not.",classification
"Determine which tool is a string or percussion: jingle, utogardon",classification
"Tell me whether these cities are in Minnesota, Arizona or not.",classification
"Identify which instrument is a chain or percussion: jingle, utogardon",classification
What is the National Golf Club?,summarization
"Identify which instrument is chain or percussion: Jingle, Utogardon",classification
What is the Augusta National Golf Club?,summarization
What is the national golf -club August?,summarization
"Identify which instrument is rope or percussion: jingle, utogardon",classification
"Based on this paragraph on the Final Fantasy series, who created it?",closed_qa
"Tell me whether these cities are in Minnesota, Arizona or not.",classification
"Identify which tool is string or collision: jingle, utogardon",classification
"Based on this paragraph on the Final Fantasy Series, who created it?",closed_qa
"Based on this paragraph on the Final Fantasy series, who created it?",closed_qa
"Identify which device is wire or collision: Jangal, Utgarden",classification
"Tell me whether this part of the judicial government, the executive or the legislative government are: Supreme Court, President, House, Senate",classification
"Tell me if this is part of the government's judicial, executive or legislative branch: Supreme Court, President, Chamber, Senate",classification
"Say if this is part of the judicial, executive or legislature of the Government: Supreme Court, Mayor, Senate",classification
"Based on this paragraph on the Final Fantasy series, who created it?",closed_qa
"Tell me whether these are part of the government's judicial, executive, or legislative branch: Supreme Court, President, House, Senate",classification
"Based on this paragraph about the final imaginary chain, who made it?",closed_qa
"Tell me if these are part of the judicial, executive or legislative branch of the Government: the Supreme Court, the President, the Chamber, the Senate",classification
"Please tell me if these are part of the government's judiciary, enforcement or legislative division: Supreme Court, President, House of Representatives, Senate",classification
"Tell us whether they are part of the judicial, executive or legislative branch of the government: the Supreme Court, the President, the House of Representatives, the Senate",classification
"Tell me if this is part of the judicial, executive or legislative branch of the government: Supreme Court, President, House of Representatives, Senate",classification
"Classify the following countries according to the language that the majority speak: Iraq, Iran, Türkiye, Water, Qatar, Afghanistan, Syria",classification
Which country has welcomed the Olympic Games most often?,open_qa
What country has the host of the Olympic Games more frequently?,open_qa
Which country has often hosted the Olympic Games?,open_qa
"To classify the following countries based on the language that the majority speaks of them: Iraq, Iran, Türkiye, the UAE, Qatar, Afghanistan, Syria",classification
What country has often hosted the Olympic Games?,open_qa
"Categorize the following countries based on the language that speaks its majority: Iraq, Iran, Türkiye, Eau, Qatar, Afghanistan, Syria",classification
"Rate the following countries based on the majority of their language: Iraq, Iran, Turkey, United Arab Emirates, Qatar, Afghanistan, Syria",classification
"Tell me whether these are part of a judicial, executive, or government legislative branch: Supreme Court, President, House, Senate",classification
In which country did the Olympic Games perform most frequently?,open_qa
"Classification of the following countries based on the language that the majority speak: Iraq, Iran, Türkiye, the United Arab Emirates, Qatar, Afghanistan, Syria",classification
In which country was the Olympic Games most often most often?,open_qa
Which country has hosted the Olympic Games the most?,open_qa
Which country has held the Olympics most frequently?,open_qa
"What is the matrix, the breaking of points, Constantine and John Wick have in common?",classification
"What do the matrix, rest point, Constantine and John Wick have in common?",classification
"Categorize the following countries based on the language that your majority speaks: Iraq, Iran, Türkiye, Vae, Qatar, Afghanistan, Syria",classification
"Based on the language that the majority speak, we categorize the following countries: Iraq, Iran, Turkey, United Arab Emirates, Qatar, Afghanistan, Syria",classification
"What does the matrix have in common, point, Konstantin and John Vick?",classification
"The following countries categorize their majority on the basis of language: Iraq, Iran, Türkiye, UAE, Qatar, Afghanistan, Syria",classification
"What do the matrix, the points, Konstantin and John Wick have in common?",classification
What is von Neumann architecture?,open_qa
"Categorize the following countries based on the mostly speaking language: Iraq, Iran, Türkiye, United Arab Emirates, Qatar, Afghanistan, Syria",classification
What is Von Neumann architecture?,open_qa
What is Von Neumann architecture?,open_qa
What is that of Neumann architecture?,open_qa
What is the difference between tennis and pickle ball?,open_qa
"Does the Matrix, Point Break, Constantine, and John Wick have something in common?",classification
"What does the matrix, point break, Constantine and John Wick have in common?",classification
"What is the matrix, the point break, Constantine, and John Wake?",classification
Which country has you received the most frequently the Olympic Games?,open_qa
What's the difference between tennis and pickles?,open_qa
"What is common in matrix, point brake, constituency, and John Wake?",classification
What is the van nomin architecture?,open_qa
What is the difference between tennis and piclbole?,open_qa
What is the iPhone Neuman's structure?,open_qa
"What is common matrix, point brake, concentrine and John Vik?",classification
Extract all the names of the people in the text below separated by commas and ordered in alphabetical order by first name,information_extraction
What is von Neumann architecture?,open_qa
What is the difference between tennis and pickled ball?,open_qa
Remove all the names of people in the following text separated by commas and ordered in alphabetical order by first name,information_extraction
"Eliminate all the names of people in the text below, separated by commas and ordered in an alphabetical order by name",information_extraction
What is von Newman Architecture?,open_qa
For what events did John James Monckton set up the world record?,summarization
What events did John James Monctone set the world record?,summarization
Extract all people's names in the text below separated by commas and sorted in alphabetical order by the first name,information_extraction
For what events did John James Monkton set a world record?,summarization
"From the clip, please know the reason for climate change",information_extraction
Extracting all the names of people in the text below is separated by breaks and ordered the alphabetical order by the first name,information_extraction
Name all names of people in the below text that are separated by a coma and arranged according to the alphabet by the first name,information_extraction
What events have John James Monckton set the world record?,summarization
Remove all the names of the people in the text below separated by the Alpwiram and the first name was ordered in the alphabetical order,information_extraction
"Extract all the names of the people in the following text, separated by commas and ordered in alphabetical order with the first name",information_extraction
What event did John James Moncton set the world record for?,summarization
Extract all names of the following text separated by commas and ordered alphabetically by first name,information_extraction
What events did John James Monakton determine for the world record?,summarization
"Passing, please find out what is the cause of climate change",information_extraction
What is the difference between tennis and pickle?,open_qa
From the passage you can find out what is the cause of climate change,information_extraction
Please indicate a short biography of the needle from the passage provided.,summarization
For what events John James Monckton clipped the world?,summarization
"From the passage, please find out what is the reason for the climate change",information_extraction
Please present a short biography of the needle from the presented clip.,summarization
"From the passage, discover what are the cause of climate change",information_extraction
What events did John James Monkton set for world records?,summarization
From the passage please find out what is the cause of climate change,information_extraction
What events John James Monckton established the world record?,summarization
Why is famous Ana María González?,summarization
What is Anna Maria Gonzales,summarization
What causes climate change from the corridor?,information_extraction
Please provide a short biography of the needle from the aisle provided.,summarization
Provide a brief biography of the passage needle provided.,summarization
Provide a brief biography of the supplied passage needle.,summarization
Please find out what the cause of climate change is,information_extraction
Please provide a small biography of the needle from the passage provided.,summarization
Provide a short biography of the needle from the provided passageway.,summarization
"Of the passage, find out what are the cause of climate change",information_extraction
What is the famous Ana María Gonzalez for,summarization
What is Ana Maria Gonsales known,summarization
Anna Maria Gonzalez is famous for whom,summarization
Please provide a short character of the needle from the passage provided.,summarization
What is Anna Maria Gonzalez famous for?,summarization
"From the passage, identify the most common colloquial terms for dismissal in the United States and the United Kingdom. Display the results in a comma -separated format.",information_extraction
"According to the passage, identify the most common familiar terms for dismissal in the United States and the United Kingdom. Display the results in separate format of commas.",information_extraction
What is famous for Ana Maria Gonzalaz,summarization
Identify the most common colloquial terms for dismissal in the United States and United Kingdom by route. Display the results in the separated format.,information_extraction
Identify the most common colloquial terms for discharge in the United States and in the UK. Show the results in the format separate from the commas.,information_extraction
From the passage we identify the most common colloquial terms for layoffs in the US and UK. Displays the results in comma separated format.,information_extraction
What is a good city in Michigan in summer?,creative_writing
What good city can you visit in Michigan in the summer?,creative_writing
"From the passage, identify the most common colloquial terms for dismissal in the United States and the United Kingdom. Show the results in comas separate format.",information_extraction
From the passage to determine the most common conversational conditions for dismissal in the United States and the United Kingdom. Show the results in a separated commat.,information_extraction
What is a good city to visit in Michigan in summer?,creative_writing
"From the clip, it defines the most common colloquial terms for the separation in the United States and the United Kingdom. View the results in the coordination of the separator separated.",information_extraction
"Given this paragraph about the traditions of the Dartmut College, what traditions related to returning home are illegal?",closed_qa
What is a good city to see in the summer Michigan?,creative_writing
"Given this paragraph about the traditions of Dartmouth College, what traditions related to home are illegal?",closed_qa
Identify the most common dialect conditions for dismissal in the United States and the UK from the passage. Display the results in a separate format from a coma.,information_extraction
Which traditions in connection with the return are illegal in this paragraph on traditions of Dartmouth College?,closed_qa
"Given this paragraph on the traditions of Dartmouth College, what traditions related to the return are illegal?",closed_qa
"Given this paragraph on the traditions of Dartmouth College, what traditions related to the ball are illegal?",closed_qa
What is a good city to visit in Michigan in summer?,creative_writing
What are the best cities to visit in Michigan in the summer?,creative_writing
"Given this paragraph on the Dartmouth College tradition, which homecoming-related traditions are illegal?",closed_qa
"Looking at this paragraph about the traditions of Dartmouth College, what traditions related to the homeland are illegal?",closed_qa
"Please write a list of the main persons participating in the construction of the central station of Amsterdam, and their role in the project.",summarization
"Based on the passage in which the film with the name ""A Star Born"" was published, was published?",closed_qa
"Based on the clip presented in the years in which a movie called ""Najm"" was released?",closed_qa
"Please write a marked list of key people participating in the construction of the Amsterdam Center station, and their role in the project.",summarization
"Given this paragraph about Dartmot College traditions, which traditions are illegal?",closed_qa
What is a good city to go to Michigan in summer?,creative_writing
"Based on the passage, in which years the film was released under the name ""Star, born""?",closed_qa
"Given this paragraph about Dartmouth College traditions, which traditions related to homecoming are illegal?",closed_qa
"Please list the key people's bullets, and write their role in the project.",summarization
On the basis of the passage in which a movie called 'a star was born' was released?,closed_qa
What causes the tide?,general_qa
Please write a ball list of the most important people involved in the construction of the Amsterdam Centraal Station and your role in the project.,summarization
Based on the passage provided in what years did the movie called 'A Star Is Born' launched?,closed_qa
Write a bullet list of the key people involved in the construction of the Amsterdam Center station and their role in the project.,summarization
Write a list of markers of the main people involved in building the Centraal Amsterdam station and its role in the project.,summarization
Based on the passage provided in what years the movie called 'A Star is Born' was released?,closed_qa
Write a list of bullets of the key people involved in the construction of the Amsterdam Central Station and their role in the project.,summarization
"Is it based on a passage provided in the year the film named ""A Star Is Born"" was released?",closed_qa
"Based on the passage provided for in which the years, the film called ""A Star Is Born"" was released?",closed_qa
What causes Ocean's tides?,general_qa
When the first model in the GPT series of Openai was trained from these paragraphs via large voice models?,closed_qa
Please write a key list of key people involved in the construction of Amsterdam Centraal station and their role in the project.,summarization
What causes sea tides?,general_qa
What is the reason for the tide of the ocean?,general_qa
"Based on the passage provided, in which years the film called 'A Star is Born' was released?",closed_qa
Please write a bulleted list of prominent people involved in the construction of Amsterdam Central Station and their role in the project.,summarization
"Given these paragraphs about large language models, when did the first model study in the GPT Openai series?",closed_qa
"Given these paragraphs about large language models, when the first model of the OpenAi GPT series was trained?",closed_qa
"Given these paragraphs on models of large languages, when was the first model of the GPT series of Openai been formed?",closed_qa
Why high interest rates in my house are worse?,open_qa
"Given these paragraphs about large language models, when was the first model of the OpenAi GPT series trained?",closed_qa
"Given these paragraphs on large-scale language models, when was the first model in Openai's GPT series trained?",closed_qa
"Looking at these paragraphs about large language models, when is the first model in the Openai GPT?",closed_qa
Why is a higher interest rate in my house worse?,open_qa
Why is a higher interest rate worse in my home?,open_qa
Why is a higher interest rate for my home worse?,open_qa
Why is a higher interest rate on my house worse?,open_qa
Why is the interest rate high at home?,open_qa
What is the most famous 'Bills of Bills' event?,information_extraction
"What is the most popular ""bulls"" event?",information_extraction
Why is the interest rate in my house high?,open_qa
What is the cause of the waves of the sea?,general_qa
Why is a higher interest rate in my house worse?,open_qa
"What is the most famous event ""Running of the Bulls""?",information_extraction
"What is the most famous event ""Running of the Bulls""?",information_extraction
What is the most famous event of 'Running of the Bulls'?,information_extraction
"What is the most famous event ""Bulls""?",information_extraction
"Based on this paragraph, what is the axis of Muhammad Shah I on his Sultanate?",closed_qa
"Given these paragraphs about large language models, when was the first model trained in Openi's GPT series?",closed_qa
"Given these paragraphs about big language models, when was the first model trained in OpenaiI's GPT series?",closed_qa
"On the basis of this paragraph, what was the main objective of the reign of Mohammad Shah I on his sultanate?",closed_qa
"Based on this paragraph, what was the main focus of the reign of Mohammad Shah I about its sultanate?",closed_qa
What are the examples of CPU architectures that do not use a dedicated flag register?,information_extraction
"Based on this paragraph, the focus of Mohammad Shah I is the reign of his sultanate?",closed_qa
Why is the high interest rate worse at my house?,open_qa
"Based on this paragraph, what was the main focus of the reign of Mohammad Shah I's about his sultanate?",closed_qa
What is the most famous 'Bulls Race' event?,information_extraction
"Based on this paragraph, which was the main center of the reign of Mohammed Shah over his sultanate?",closed_qa
What are some examples of CPU architectures that do not use the allocated flag register?,information_extraction
"What is the most famous ""Bulls Running"" event?",information_extraction
"Based on this paragraph, what was the main focus of Mohammad Shah I governing his Sultan?",closed_qa
What are some examples of the CPU structures that do not use the designated science record?,information_extraction
What are some examples of CPU architectures that do not use a dedicated flag record?,information_extraction
What are some examples of CPU architectures that do not use a dedicated flag record?,information_extraction
What are some examples of CPU architecture that do not use dedicated flag registers?,information_extraction
"On the basis of this paragraph, what was the main focus of Muhammad Shah's rule over his empire?",closed_qa
Share the best 7 European nights for night life,brainstorming
What is an example of a CPU architecture that does not use dedicated flag registers?,information_extraction
Share the best 7 European cities in the nightlife,brainstorming
"Based on this paragraph, what was the main focus of Mohammad Shah I on his Sultanate?",closed_qa
What is the most famous 'Bulls Running' event?,information_extraction
Share the 7 best European cities for nightlife,brainstorming
Where do the bears live?,general_qa
Where do the bears live?,general_qa
Where do the bears live?,general_qa
What are some examples of CPU architecture that do not use a dedicated flag register?,information_extraction
"Determine animal species that are alive or extinct: giant panda, oviraptor",classification
Share the 7 best European cities for nightlife,brainstorming
"Identify which animal species is alive or extinguished: giant panda, oviraptor",classification
"Determine which type of animal is alive or extinct: giant panda, oviraptor",classification
Where do the bear live?,general_qa
"Identify which animal species is alive or endless: giant panda, overpart",classification
Where do the bears live?,general_qa
Where does the bear live?,general_qa
"Identify which species are alive or extinct: the giant panda, Obiraptor",classification
How does the zipper work?,general_qa
In which part of Germany is the city of Kirchnlamitz?,closed_qa
How does lightning work?,general_qa
"Identify which animal species is alive or extinct: giant panda, ovyrapter",classification
In which part of Germany is the city of Kirchenlamitz?,closed_qa
How does zip work?,general_qa
In what part of Germany is the city of Kirchenlamitz?,closed_qa
In what part of Germany is the city Kirchenlamitz?,closed_qa
What was the residents of India during the era of Morian?,closed_qa
What part of Germany is the city located in Kirchenlamitz?,closed_qa
What was the population of India in the Mauryan era?,closed_qa
How does the zipper work?,general_qa
What was India population during the Mauryanian era?,closed_qa
In what part of Germany is the city of Kirchenlamitz?,closed_qa
5 Best CV addresses,brainstorming
What was the population of India during the era of Mauryan?,closed_qa
5 Best CV title,brainstorming
In which part of Germany is the city Kirchenlamitz located?,closed_qa
What was the population of India at the time of Mauryan?,closed_qa
5 best CV titles,brainstorming
What was the population of India during the Mauryan era?,closed_qa
What was the population of India during the Mauryan era?,closed_qa
5 best resume title,brainstorming
What was the population of India during the Maurya era?,closed_qa
What was the population of India during the Morian era?,closed_qa
In which part of Germany is the city of Karchin Limitz located?,closed_qa
Have Magic Johnson or Larry Bird won more student and professional basketball championships?,open_qa
How do you gain muscles?,general_qa
5 best curriculum titles,brainstorming
Have Magic Johnson or Larry Bird won more college and basketball professionals?,open_qa
Have Magic Johnson or Larry Bird won more college and professional basketball championships?,open_qa
In which part of Germany is Kirchenramitz in town?,closed_qa
5 best experience lists titles,brainstorming
Did Magic Johnson or Larry Bird win more team and professional basketball championships?,open_qa
Did Magic Johnson or Larry Bird win more collagate and professional basketball championship?,open_qa
5 best curriculum titles,brainstorming
How do you win muscles?,general_qa
Did Magic Johnson or Larry Bird win more colleges and professional basketball championships?,open_qa
5 best names resumes,brainstorming
What are some tricks to learn a new language?,brainstorming
How to type muscles?,general_qa
Magic Johnson or Larry Bird won more university and professional basketball championships?,open_qa
What are the tips for learning a new language?,brainstorming
How do you earn muscles?,general_qa
Did Magic Johnson or Larry Bird win a professional basketball championship at more colleges?,open_qa
How do you get muscle?,general_qa
What are some tricks for learning a new language?,brainstorming
What are some tricks to learn a new language?,brainstorming
Have Magic Johnson or Larry Bird won more collegiate championships and basketball professionals?,open_qa
How do you gain muscles?,general_qa
What are some tricks to learn a new language?,brainstorming
What are some tricks to learn a new language?,brainstorming
How do you get muscles?,general_qa
What are some tricks to learn a new language?,brainstorming
What is Hornachoros?,general_qa
What are some tricks to learn a new language?,brainstorming
What is Hornechlos?,general_qa
What is Hornachelos?,general_qa
What is hornchuellos?,general_qa
What are some tricks to learn a new language?,brainstorming
"Classification of each country as non -coastal or non -coastal: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Classify every country as an internal or not awards: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Select any tool is a chain or rhythm: Lummi Stick, Timple",classification
"Classify each country as does not have access to the sea or not: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Each country is classified as inland or inland: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Identify which device is wire or tikkar: Limmey stick, timple",classification
"Identify which instrument is string or percussion: lummi -stick, timeple",classification
"Classify each country as without coast or non -coast: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Determine which tool is a string or percussion: Lammi, Timpl",classification
"Identify which instrument is a rope or percussion: Lummi stick, climlle",classification
"Classify each country as without coastal or non -coastal: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
"Identify which instrument is a chain or percussion: Lummi Stick, Timple",classification
Which of the villages of Onsen in Japan are the best to visit foreign tourists? And what should I do as soon as I am in the village of Unsen?,general_qa
Which Onsen villages in Japan are the best for foreign tourists? And what should I do when I'm in a village in Onsen?,general_qa
"Rate each country as Land Lock or Land Lock: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
What people onsen in Japan are the best to visit for foreign tourists? And what should I do once in a town in Onsen?,general_qa
What villages of Onsen in Japan is best to visit for foreign tourists? And what should I do when I am in the village of Onsen?,general_qa
"Identify which instrument is rope or percussion: Lummi Stick, Timpil",classification
What kind of chicks (formerly Dixi chick) started their career?,open_qa
Which Onsen villages in Japan are the best for visiting foreign tourists? And what should I do when you are in a Vila Onsen?,general_qa
"Identify instruments that are strings or percussion: lummi stick, timpur",classification
Which hot spring villages in Japan are best for visiting for foreign tourists? And what should I do if I were in a hot spring village?,general_qa
"Identify which tool is string or collision: Lummi Stick, Timple",classification
"Which Onasen villages in Japan are best for foreign tourists to travel? And once I am in an Onsen village, what should I do?",general_qa
Which onsen villages in Japan are the best to visit for foreign tourists? And what should I do once I am in a village in Onsen?,general_qa
"Classes each country as a landlock: China, Bolivia, Paraguay, Morocco, Ireland, Austria, Switzerland",classification
In which genre did the chicks (formerly the Dixie Chicks) began their career?,open_qa
What is Beluton in the bicycle race?,general_qa
What kind did the chicks (formerly the dixie chicks) began their career?,open_qa
"What are the best for foreign tourists to see the Anasan villages in Japan? And once I am in the village of Ozon, what should I do?",general_qa
In which genre did chicks (previously Dixie chickens) began?,open_qa
In what genre of girls (first Ducky Chos) in what genre started?,open_qa
"Tell me, if these vegetables or not green: carrots, zucchini, sweet pepper, radish, spaghetti -Square, onion.",classification
"Tell me whether this vegetable is green or not: carrots, courtyard, peppers, radishes, spaghetti -Kürbis, onion.",classification
"Tell me if these vegetables are or are not green: carrot, zucchini, pepper, radish, spaghetti squash, onion.",classification
"Tell me whether these vegetables are green or not: carrots, court, bull pepper, radish, spaghetti squash, onion.",classification
What genre began the Chicks (previously Dixie Chicks) in your career?,open_qa
"Tell me whether or not these vegetables are green: carrot, zucchini, pepper, radish, spaghetti pumpkin, onion.",classification
What genre did Chick (formerly Dixie's Chick) begin his career?,open_qa
"Please tell me if these vegetables are green: carrots, zucchini, peppers, radish, spaghetti squash, onions.",classification
What is peloton in a bicycle race?,general_qa
"Tell me if these vegetables or green: carrot, zucchini, sweet pepper, radish, spaghetti, onions.",classification
"Tell me whether or not these vegetables are green: carrots, zucchini, peppers, radish, spaghetti pumpkin, onion.",classification
In what genre did chicks (previously Dixie Chicks) started their career?,open_qa
Can I run for the presidency?,general_qa
Can I run for the president?,general_qa
What is a platoon in a bicycle race?,general_qa
Can I run for the presidency?,general_qa
What is the peloton in bicycle racing?,general_qa
Which style had started its career in which style (east Dixi Chiks)?,open_qa
"Tell me whether these vegetables are green or not: carrots, courtyards, bell chili, radish, spaghetti squash, onion.",classification
What is Pelutin in a bicycle race?,general_qa
"Tell me if each meal is of a grain or animal: quinoa, millet, couscous, chuleton steak, pork bacon, chicken wing",classification
What is peloton in a bicycle race?,general_qa
"Classify these colors of paints as “basic”, “secondary” and “tertiary” in accordance with the Quiller color wheel.

Cadmium yellow light, constant green light, viridian green, green blue, ptalocyanine blue, ultramarine blue, ultramarine purple, purple, constant rose, cadmium red, cadmic aroma, cadmium orange",classification
Can I contest for the president?,general_qa
